peopleid3rog3,rog3,ctry,peopleid3,peopnameincountry,peopnameacrosscountries,naturalname,population,rog2,continent,regioncode,regionname,10_40window,peopleid1,affinitybloc,peopleid2,peoplecluster,populationpgac,jpscale,leastreached,frontier,workersneeded,rop25,rop25name,rop3,rol3,primarylanguagename,biblestatus,rlg3,primaryreligion,percentadherents,percentevangelical,indigenouscode,photoccversiontext,photoccversionurl,mapccversiontext,mapccversionurl,jf,audiorecordings,longitude,latitude
12599CH,CH,China,12599,Kazakh,Kazakh,Kazakh,1862000,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,Y,37,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.012,0.012,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,83.270890940065,43.429760530324
12599EZ,EZ,Czechia,12599,Kazakh,Kazakh,Kazakh,1900,EUR,Europe,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,Y,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.000,0.000,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,14.568283,50.141335
12599GM,GM,Germany,12599,Kazakh,Kazakh,Kazakh,17000,EUR,Europe,10,"Europe, Western",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,Y,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.100,0.020,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,13.359107986045,52.508269701885
12599IR,IR,Iran,12599,Kazakh,Kazakh,Kazakh,6700,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,Y,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.000,0.000,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,54.08885,37.2464
12599IT,IT,Italy,12599,Kazakh,Kazakh,Kazakh,1200,EUR,Europe,10,"Europe, Western",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.200,0.050,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,12.446851,41.8757
12599KG,KG,Kyrgyzstan,12599,Kazakh,Kazakh,Kazakh,37000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.103,0.103,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,71.618576726235,42.751918521123
12599KS,KS,"Korea, South",12599,Kazakh,Kazakh,Kazakh,12000,ASI,Asia,3,"Asia, Northeast",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.800,0.400,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,126.94468,37.5601
12599KZ,KZ,Kazakhstan,12599,Kazakh,Kazakh,Kazakh,13053000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,261,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,2.000,1.700,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,68.99411,48.28745
12599RS,RS,Russia,12599,Kazakh,Kazakh,Kazakh,592000,ASI,Asia,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,12,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.101,0.010,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,96.236789999859,52.445570000355
12599SP,SP,Spain,12599,Kazakh,Kazakh,Kazakh,1000,EUR,Europe,10,"Europe, Western",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,1.000,0.500,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,-3.769386,40.373032
12599TI,TI,Tajikistan,12599,Kazakh,Kazakh,Kazakh,800,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,Y,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.000,0.000,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,69.377245427235,40.15254700584
12599TX,TX,Turkmenistan,12599,Kazakh,Kazakh,Kazakh,32000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.800,0.000,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,54.27398,40.39728
12599UP,UP,Ukraine,12599,Kazakh,Kazakh,Kazakh,4200,EUR,Europe,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.200,0.040,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,30.60215,50.485736
12599US,US,"United States",12599,Kazakh,Kazakh,Kazakh,55000,NAR,"North America",12,"America, North and Caribbean",N,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.500,0.300,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,-122.205928,47.379681
12599UZ,UZ,Uzbekistan,12599,Kazakh,Kazakh,Kazakh,870000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,17,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.200,0.150,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,60.4771,43.09168
12599MG,MG,Mongolia,12599,"Kazakh, Qazaq",Kazakh,Kazakh,127000,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,N,3,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.800,0.600,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,90.1328,48.34531
12599TU,TU,"Türkiye (Turkey)",12599,"Kazakh, Qazaqi",Kazakh,Kazakh,40000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",202,Kazakh,16736600,1,Y,Y,1,303856,Kazakh,104791,kaz,Kazakh,5,6,Islam,0.100,0.029,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,41.69871,40.96824
18517CH,CH,China,18517,"Kazakh, Qinghai","Kazakh, Qinghai","Qinghai Kazakh",3700,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",202,Kazakh,3700,1,Y,Y,1,303856,Kazakh,114131,kaz,Kazakh,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,94.75689785815,36.553576610872
22486SU,SU,Sudan,22486,Kega-Alkheel,Kega-Alkheel,Kega-Alkheel,20000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",248,"Nuba Mountains",20000,1,Y,Y,1,0,,119464,apd,"Arabic, Sudanese",4,6,Islam,0.000,0.000,Y,,,,,Y,Y,29.75,11.36
19295ID,ID,Indonesia,19295,Kehu,Kehu,Kehu,200,ASI,Asia,2,"Asia, Southeast",Y,19,"Pacific Islanders",244,"New Guinea",200,1,Y,Y,1,303863,Kehu,115284,khh,Kehu,1,6,Islam,0.000,0.000,Y,,,,,N,N,136.06005,-3.15742
12606SU,SU,Sudan,12606,Keiga,Keiga,Keiga,14000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",248,"Nuba Mountains",14000,1,Y,N,1,303865,Keiga,104804,kec,Keiga,1,6,Islam,1.400,1.400,Y,,,,,N,N,29.37476,11.19229
12607SU,SU,Sudan,12607,"Keiga Jirru","Keiga Jirru","Keiga Jirru",5600,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",249,Nubian,5600,1,Y,N,1,303866,"Keiga Jirru",104805,keg,Tese,2,6,Islam,0.200,0.182,Y,,,,,N,N,29.57616,11.37223
18518CH,CH,China,18518,Keji,Keji,Keji,2600,ASI,Asia,3,"Asia, Northeast",Y,11,"East Asian Peoples",162,"Hui, Dungan",2600,1,Y,Y,1,303867,Keji,114132,bod,"Tibetan, Central",5,6,Islam,0.000,0.000,Y,,,,,Y,Y,91.120958763836,29.653550991285
17134IN,IN,India,17134,"Kela (Hindu traditions)","Kela (Hindu traditions)","Kela (Hindu traditions)",29000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",29000,1,Y,Y,1,303871,"Kela (South Asian)",112483,ory,Odia,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,86.084785239649,20.81850032184
18519CH,CH,China,18519,Kemei,Kemei,Kemei,1700,ASI,Asia,3,"Asia, Northeast",Y,20,"Southeast Asian Peoples",239,Mon-Khmer,1700,1,Y,Y,1,303881,Kemei,114133,kfj,Kemiehua,1,4,"Ethnic Religions",0.000,0.000,Y,,,,,N,N,100.79952,22.01638
22491SU,SU,Sudan,22491,Kenana,Kenana,Kenana,35000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",248,"Nuba Mountains",35000,1,Y,Y,1,0,,,apd,"Arabic, Sudanese",4,6,Islam,0.000,0.000,Y,,,,,Y,Y,30.97,11.08
12618CD,CD,Chad,12618,Kendeje,Kendeje,Kendeje,4900,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,4900,1,Y,Y,1,303884,Kendeje,104828,klf,Kendeje,0,6,Islam,0.000,0.000,Y,,,,,N,N,21.52016,13.23828
12620CD,CD,Chad,12620,Kenga,Kenga,Kenga,121000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",180,"Guera-Naba of Chad",121000,1,Y,N,2,303886,Kenga,104831,kyq,Kenga,4,6,Islam,0.300,0.100,Y,,,,,N,Y,18.06454,11.86012
14839MY,MY,Malaysia,14839,Kensiu,Kensiu,Kensiu,400,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",318,"West Malaysia Indigenous",700,1,Y,N,1,309259,Kinsiu,108820,kns,Kensiu,1,4,"Ethnic Religions",1.300,0.000,Y,,,,,N,N,100.89014,5.9281
14839TH,TH,Thailand,14839,Kensiu,Kensiu,Kensiu,300,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",318,"West Malaysia Indigenous",700,1,Y,N,1,309259,Kinsiu,108820,kns,Kensiu,1,4,"Ethnic Religions",4.000,0.000,Y,,,,,N,N,101.16428,6.03032
17139IN,IN,India,17139,Kepmaris,Kepmaris,Kepmaris,1200,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1200,1,Y,Y,1,303893,Kepmari,112488,tam,Tamil,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,78.682190666778,12.238190359654
17140IN,IN,India,17140,Keralamuthali,Keralamuthali,Keralamuthali,7100,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",7100,1,Y,N,1,303897,"Kerala Mudali",112489,mal,Malayalam,5,5,Hinduism,0.333,,Y,,,,,Y,Y,77.246035590447,9.0662465030554
12635SU,SU,Sudan,12635,Kerarish,Kerarish,Kerarish,55000,AFR,Africa,7,"Africa, East and Southern",Y,10,"Arab World",117,"Arab, Sudan",55000,1,Y,Y,1,303899,Kerarish,104856,apd,"Arabic, Sudanese",4,6,Islam,0.000,0.000,Y,,,,,Y,Y,30.216668115741,13.186350133852
19733RS,RS,Russia,19733,Kerek,Kereks,Kerek,20,ASI,Asia,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",311,Ural-Siberian,20,1,Y,N,1,303901,Kerek,104858,rus,Russian,5,4,"Ethnic Religions",3.000,0.900,Y,,,,,Y,Y,84.434716479854,50.841170799641
12640BA,BA,Bahrain,12640,Kerinci,Kerinci,Kerinci,23000,ASI,Asia,6,"Africa, North and Middle East",Y,17,"Malay Peoples",233,"Minangkabau-Rejang of Sumatra",326000,1,Y,N,1,303906,Kerinci,104863,kvr,Kerinci,3,6,Islam,2.000,1.000,N,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,50.58,26.21
12640ID,ID,Indonesia,12640,Kerinci,Kerinci,Kerinci,303000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",233,"Minangkabau-Rejang of Sumatra",326000,1,Y,N,6,303906,Kerinci,104863,kvr,Kerinci,3,6,Islam,1.500,0.209,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,101.39513608306,-2.0639596251366
18520CH,CH,China,18520,Keriya,Keriya,Keriya,800,ASI,Asia,3,"Asia, Northeast",Y,24,"Turkic Peoples",313,Uyghur,800,1,Y,Y,1,303907,Keriya,114134,uig,Uyghur,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,81.66232388364,36.853089297333
17143BG,BG,Bangladesh,17143,Khadala,Khadala,Khadala,4400,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",142400,1,Y,Y,1,303917,Khadala,112492,syl,Sylheti,4,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,92.267387102975,24.963907569603
17143IN,IN,India,17143,Khadala,Khadala,Khadala,138000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",142400,1,Y,N,3,303917,Khadala,112492,ory,Odia,5,5,Hinduism,0.685,,Y,,,,,Y,Y,84.771575018378,20.222177293302
17144IN,IN,India,17144,Khadura,Khadura,Khadura,20000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",20000,1,Y,Y,1,303919,Khadura,112493,ory,Odia,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,84.573155294394,22.241768143905
17157BG,BG,Bangladesh,17157,Khairwar,Khairwar,Khairwar,1300,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",499300,1,Y,Y,1,303920,Khaira,112507,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,89.388039831115,24.206460608816
17157IN,IN,India,17157,Khairwar,Khairwar,Khairwar,498000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",499300,1,Y,N,10,303920,Khaira,112507,ben,Bengali,5,5,Hinduism,0.227,,Y,,,,,Y,Y,87.652113638353,23.435058435814
12648IR,IR,Iran,12648,"Khalaj, Turkic","Khalaj, Turkic",Khalaj,20000,ASI,Asia,5,"Asia, Central",Y,24,"Turkic Peoples",126,Azerbaijani,20000,1,Y,Y,1,303923,Khalaj,104882,klj,Khalaj,0,6,Islam,0.000,0.000,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,N,N,50.322230000214,34.422369999776
20744NP,NP,Nepal,20744,Khaling,Khaling,Khaling,1700,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",468,"South Asia - other",1700,1,Y,Y,1,306897,Rai,104476,klr,Khaling,5,8,"Other / Small",0.000,0.000,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,N,Y,87.223528,27.098311
17146IN,IN,India,17146,Khalpa,Khalpa,Khalpa,141000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",141000,1,Y,Y,3,301125,"Bhambi / Khalpa",112495,guj,Gujarati,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,72.676124414031,23.656335180574
17148BT,BT,Bhutan,17148,Khambu,Khambu,Khambu,1500,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",405500,1,Y,Y,1,303926,Khambu,112497,asm,Assamese,5,5,Hinduism,0.000,0.000,N,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,88.876149,27.128323
17148IN,IN,India,17148,Khambu,Khambu,Khambu,404000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",405500,1,Y,N,8,303926,Khambu,112497,ben,Bengali,5,5,Hinduism,4.163,,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,88.831566118455,27.095839621264
17149BG,BG,Bangladesh,17149,Khami,Khami,Khami,6000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",468,"South Asia - other",6000,1,Y,N,1,303927,Khami,112498,ctg,Chittagonian,4,2,Buddhism,4.629,,Y,,,,,Y,Y,92.216357084101,23.280578583893
17173IN,IN,India,17173,Khamiyang,Khamiyang,Khamiyang,1600,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",1600,1,Y,N,1,303931,Khamyan,112525,ksu,Khamyang,2,2,Buddhism,1.273,,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,N,Y,97.035832,28.283843
18522CH,CH,China,18522,"Khampa Eastern","Khampa Eastern","Eastern Khampa",1597000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",304,Tibetan,1599800,1,Y,Y,32,303929,Khampa,114136,khg,"Tibetan, Khams",4,2,Buddhism,0.050,0.010,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,100.00158900033,31.623867999808
18522BT,BT,Bhutan,18522,"Khampa Tibetan","Khampa Eastern","Khampa Tibetan",1700,ASI,Asia,4,"Asia, South",Y,23,"Tibetan-Himalayan Peoples",304,Tibetan,1599800,1,Y,Y,1,303929,Khampa,114136,kbg,Khamba,2,2,Buddhism,0.000,0.000,N,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,N,N,89.957884,28.012563
18522IN,IN,India,18522,"Khampa Tibetan","Khampa Eastern","Khampa Tibetan",1100,ASI,Asia,4,"Asia, South",Y,23,"Tibetan-Himalayan Peoples",304,Tibetan,1599800,1,Y,N,1,303929,Khampa,114136,kbg,Khamba,2,2,Buddhism,0.897,,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,N,N,95.523972173409,28.550029309343
18523CH,CH,China,18523,"Khampa, Northern","Khampa, Northern","Northern Khampa",151000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",304,Tibetan,151000,1,Y,Y,3,303929,Khampa,114137,khg,"Tibetan, Khams",4,2,Buddhism,0.020,0.010,Y,,,,,Y,Y,91.707360678097,31.940402480935
18524CH,CH,China,18524,"Khampa, Western","Khampa, Western","Western Khampa",267000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",304,Tibetan,267000,1,Y,Y,5,303929,Khampa,114138,khg,"Tibetan, Khams",4,2,Buddhism,0.010,0.010,Y,,,,,Y,Y,91.711442873086,31.937464140058
12650IN,IN,India,12650,Khampti,Khamti,Khampti,21000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",402,"South Asia Buddhist",29900,1,Y,N,1,303930,"Khamti / Khampti",104896,adi,Adi,5,2,Buddhism,0.888,,Y,,,,,Y,Y,96.643718217884,28.082868942602
12650BM,BM,"Myanmar (Burma)",12650,"Khamti, Khamti Shan",Khamti,Khamti,8900,ASI,Asia,2,"Asia, Southeast",Y,21,"South Asian Peoples",402,"South Asia Buddhist",29900,1,Y,N,1,303930,"Khamti / Khampti",104896,kht,Khamti,4,2,Buddhism,1.000,1.000,Y,,,,,N,Y,97.82577,26.69008
17150BG,BG,Bangladesh,17150,Khandait,Khandait,Khandait,3000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",419,"South Asia Forward Caste - other",2079000,1,Y,Y,1,303932,Khandait,112500,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,89.627601038399,22.760686074009
17150IN,IN,India,17150,Khandait,Khandait,Khandait,2076000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",419,"South Asia Forward Caste - other",2079000,1,Y,Y,42,303932,Khandait,112500,ory,Odia,5,5,Hinduism,0.053,,Y,,,,,Y,Y,86.981774402152,21.666494018285
12651VM,VM,Vietnam,12651,Khang,Khang,Khang,16000,ASI,Asia,2,"Asia, Southeast",Y,20,"Southeast Asian Peoples",239,Mon-Khmer,16000,1,Y,N,1,303936,Khang,104900,kjm,Khang,0,4,"Ethnic Religions",0.500,0.010,Y,,,,,N,N,103.73436,21.70502
17151IN,IN,India,17151,"Khangar (Hindu traditions)","Khangar (Hindu traditions)","Khangar (Hindu traditions)",402000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",402000,1,Y,Y,8,303937,Khangar,112501,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,78.39306818057,25.652885374117
17152IN,IN,India,17152,Khant,Khant,Khant,80000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",80000,1,Y,Y,2,303938,Khant,112502,guj,Gujarati,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,71.574485551074,22.059421175838
12652RS,RS,Russia,12652,"Khanty, Ostyak",Khanty,Khanty,31000,ASI,Asia,9,"Europe, Eastern and Eurasia",N,12,"Eurasian Peoples",169,Finno-Ugric,31000,1,Y,N,1,303939,Khanti,104904,kca,Khanty,3,4,"Ethnic Religions",4.000,0.900,Y,,,,,N,N,67.1569,63.85865
17288IN,IN,India,17288,Kharadi,Kharadi,Kharadi,8500,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",8500,1,Y,Y,1,303792,Kathar,112666,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,77.97561999836,23.515708916433
18362EG,EG,Egypt,18362,"Kharga, Selima","Kharga, Selima",Kharga,38000,AFR,Africa,6,"Africa, North and Middle East",Y,10,"Arab World",137,"Bedouin, Saharan",38000,1,Y,Y,1,303942,Kharga,113926,ayl,"Arabic, Libyan",0,6,Islam,0.000,0.000,Y,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,27.3836,31.00076
17153BG,BG,Bangladesh,17153,Kharia,Kharia,Kharia,23000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",921000,1,Y,N,1,303943,Kharia,112503,syl,Sylheti,4,5,Hinduism,1.173,,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,92.027977268304,25.079826598976
17155IN,IN,India,17155,Kharol,Kharol,Kharol,27000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",27000,1,Y,Y,1,303945,Kharol,112505,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,78.605185679713,26.580891603775
17182IN,IN,India,17182,Kharot,Kharot,Kharot,1900,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",412,"South Asia Dalit - other",1900,1,Y,Y,1,303946,Kharot,112538,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,82.096919558699,25.658700034452
17156IN,IN,India,17156,"Kharva (Hindu traditions)","Kharva (Hindu traditions)","Kharva (Hindu traditions)",491000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",503000,1,Y,N,10,303949,Kharwa,112506,guj,Gujarati,5,5,Hinduism,0.229,,Y,,,,,Y,Y,72.892849184774,19.182614445262
17156PK,PK,Pakistan,17156,"Kharva (Hindu traditions)","Kharva (Hindu traditions)","Kharva (Hindu traditions)",12000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",503000,1,Y,N,1,303949,Kharwa,112506,snd,Sindhi,5,5,Hinduism,2.178,,Y,,,,,Y,Y,67.072746236841,24.913515787795
17158BG,BG,Bangladesh,17158,Kharwar,Kharwar,Kharwar,20000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",708000,1,Y,N,1,303951,Kharwar,112508,syl,Sylheti,4,5,Hinduism,0.829,,Y,,,,,Y,Y,91.502908155803,24.639215689847
17158IN,IN,India,17158,Kharwar,Kharwar,Kharwar,688000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",475,"South Asia Tribal - other",708000,1,Y,N,14,303951,Kharwar,112508,hin,Hindi,5,5,Hinduism,0.138,,Y,,,,,Y,Y,84.611326685583,24.194782985323
17159BT,BT,Bhutan,17159,Khas,Khas,Khas,1000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",97000,1,Y,Y,1,303952,Khas,112509,ben,Bengali,5,2,Buddhism,0.000,0.000,N,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,88.893102,26.993299
17159NP,NP,Nepal,17159,Khas,Khas,Khas,19000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",97000,1,Y,Y,1,303952,Khas,112509,npi,Nepali,5,5,Hinduism,0.000,0.000,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,87.986479,27.551255
12655GA,GA,Gambia,12655,Khasonke,Khasonke,Khasonke,2700,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",218,Manding,1011700,1,Y,N,1,303956,Khasonke,104921,kao,Xaasongaxango,4,6,Islam,0.110,0.000,N,,,,,Y,Y,-15.36449,13.73375
12655ML,ML,Mali,12655,Khasonke,Khasonke,Khasonke,995000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",218,Manding,1011700,1,Y,N,20,303956,Khasonke,104921,kao,Xaasongaxango,4,6,Islam,2.500,0.625,Y,,,,,Y,Y,-10.59353,14.20386
12655SG,SG,Senegal,12655,Khasonke,Khasonke,Khasonke,14000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",218,Manding,1011700,1,Y,N,1,303956,Khasonke,104921,kao,Xaasongaxango,4,6,Islam,0.500,0.100,N,,,,,Y,Y,-12.2457,14.69557
17299IN,IN,India,17299,Khatbune,Khatbune,Khatbune,1400,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",470,"South Asia Sikh - other",1400,1,Y,Y,1,303958,Khatbune,112677,pan,"Punjabi, Eastern",5,8,"Other / Small",0.000,0.000,Y,,,,,Y,Y,77.535456537911,28.916266041724
17162IN,IN,India,17162,"Khati (Hindu traditions)","Khati (Hindu traditions)","Khati (Hindu traditions)",1939000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1944700,1,Y,Y,39,303960,Khati,112513,hin,Hindi,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,75.889616601307,27.058488910436
